,height,rise
99131,5.43065e-07,0.001277
68519,5.39446e-07,0.001225
86673,5.36083e-07,0.001212
11447,5.41123e-07,0.001284
94509,5.42161e-07,0.001235
43041,5.42968e-07,0.001295
35560,5.41219e-07,0.001248
24956,5.40473e-07,0.001228
77599,5.42511e-07,0.001297
52980,5.33811e-07,0.001217
11643,5.4348e-07,0.001221
71139,5.42044e-07,0.001244
99858,5.4192e-07,0.001244
59645,5.47187e-07,0.001297
86682,5.4178e-07,0.001253
17145,5.43887e-07,0.001264
95551,5.39847e-07,0.001269
3403,5.39063e-07,0.001214
35750,5.36657e-07,0.001215
43073,5.42238e-07,0.001274
77762,5.41515e-07,0.001276
25768,5.43373e-07,0.001319
53864,5.41214e-07,0.001224
99931,5.4336e-07,0.001244
71413,5.38116e-07,0.001225
87468,5.41911e-07,0.001269
12075,5.4227e-07,0.001272
60077,5.4505e-07,0.001256
17195,5.43303e-07,0.001275
95583,5.38424e-07,0.001226
36670,5.44678e-07,0.001308
3517,5.40039e-07,0.001271
78356,5.38637e-07,0.001245
43446,5.37881e-07,0.001148
26372,5.40117e-07,0.00122
87599,5.39482e-07,0.001213
71723,5.43575e-07,0.001279
17243,5.42464e-07,0.001262
54292,5.41699e-07,0.00126
12484,5.44275e-07,0.00127
60362,5.40591e-07,0.001253
5211,5.42651e-07,0.001262
36776,5.41589e-07,0.001256
3623,5.36616e-07,0.001255
78395,5.38355e-07,0.001223
44181,5.46555e-07,0.001292
26534,5.37736e-07,0.001236
17471,5.42703e-07,0.001268
71883,5.43849e-07,0.001242
87615,5.4785e-07,0.001349
54494,5.397e-07,0.001238
12840,5.41182e-07,0.001235
60773,5.43337e-07,0.001262
3837,5.433e-07,0.001254
5816,5.45961e-07,0.001262
27538,5.4216e-07,0.001243
36806,5.40494e-07,0.001235
79012,5.44777e-07,0.001291
44427,5.41957e-07,0.001254
17527,5.38477e-07,0.001285
72302,5.38863e-07,0.001278
87659,5.41735e-07,0.001253
55082,5.41977e-07,0.001286
60786,5.39494e-07,0.001217
27774,5.44636e-07,0.001282
12953,5.39243e-07,0.001249
36825,5.45062e-07,0.001351
46044,5.42291e-07,0.001302
79589,5.41467e-07,0.001246
6704,5.44292e-07,0.001284
4119,5.44346e-07,0.001279
17533,5.43732e-07,0.00126
72450,5.41e-07,0.001267
55770,5.42217e-07,0.001275
87916,5.45656e-07,0.001278
27846,5.4212e-07,0.001292
13310,5.449e-07,0.001262
60793,5.40369e-07,0.001226
79860,5.38368e-07,0.001255
36920,5.44318e-07,0.001264
46190,5.37147e-07,0.001213
4146,5.44987e-07,0.001313
18831,5.43251e-07,0.001258
6781,5.4297e-07,0.001284
72503,5.38354e-07,0.001262
87983,5.38462e-07,0.001195
55771,5.40071e-07,0.001259
28769,5.39026e-07,0.001232
13584,5.43742e-07,0.001233
80403,5.40776e-07,0.001211
37444,5.39184e-07,0.001216
60847,5.409e-07,0.001221
18922,5.41504e-07,0.001235
46510,5.40588e-07,0.0013
4642,5.39471e-07,0.001314
7279,5.44078e-07,0.001283
72520,5.42121e-07,0.001258
88084,5.37017e-07,0.001228
55787,5.39829e-07,0.001233
80920,5.41248e-07,0.001285
30050,5.37277e-07,0.001201
13656,5.37313e-07,0.001195
37743,5.43923e-07,0.001295
61064,5.42991e-07,0.001253
19108,5.43936e-07,0.001324
4676,5.38406e-07,0.001275
47346,5.41708e-07,0.00126
7315,5.42055e-07,0.001216
72652,5.42024e-07,0.001239
88485,5.44329e-07,0.001264
56311,5.44667e-07,0.001262
81583,5.40227e-07,0.001289
30842,5.4068e-07,0.001297
13706,5.42744e-07,0.001277
38225,5.43188e-07,0.0013
61361,5.43001e-07,0.001242
19459,5.4126e-07,0.001294
48246,5.37124e-07,0.001242
73545,5.43459e-07,0.001337
88981,5.43982e-07,0.001218
30897,5.44862e-07,0.00126
56325,5.41748e-07,0.001269
38547,5.39995e-07,0.001307
81632,5.37304e-07,0.001204
14102,5.40829e-07,0.001285
13751,5.44294e-07,0.001285
20179,5.45122e-07,0.001352
61363,5.42881e-07,0.001221
48411,5.41464e-07,0.001292
19997,5.46503e-07,0.00133
73977,5.40153e-07,0.001277
89339,5.41202e-07,0.001231
81713,5.39996e-07,0.001271
56554,5.4483e-07,0.001304
38658,5.43109e-07,0.001277
14571,5.38709e-07,0.001257
31327,5.44333e-07,0.001326
13917,5.39673e-07,0.001207
20264,5.4104e-07,0.001272
61399,5.3899e-07,0.001281
48612,5.38397e-07,0.001281
74134,5.41089e-07,0.001269
89396,5.37087e-07,0.001251
39378,5.40857e-07,0.001253
56673,5.38331e-07,0.001245
14595,5.39591e-07,0.001247
32564,5.44139e-07,0.001236
61873,5.41288e-07,0.001232
48782,5.41128e-07,0.001211
61617,5.41212e-07,0.001229
90286,5.38084e-07,0.001275
39750,5.40224e-07,0.001252
56691,5.41625e-07,0.001227
