, height,rise
17471,1.46101e-06,0.000129
71883,1.48021e-06,0.00012
87615,1.42755e-06,0.00013
54494,1.52088e-06,0.000117
12840,1.47994e-06,0.000122
60773,1.49801e-06,0.000121
3837,1.48866e-06,0.000123
5816,1.46334e-06,0.000125
27538,1.49038e-06,0.000122
36806,1.49367e-06,0.000122
79012,1.4865e-06,0.000123
44427,1.52886e-06,0.000115
17527,1.49457e-06,0.000121
72302,1.53491e-06,0.000115
87659,1.57335e-06,0.000107
55082,1.5167e-06,0.000119
60786,1.47443e-06,0.000122
27774,1.52926e-06,0.000116
12953,1.44737e-06,0.000127
36825,1.50467e-06,0.00012
46044,1.51077e-06,0.000119
79589,1.48716e-06,0.000123
6704,1.46568e-06,0.000128
4119,1.51318e-06,0.000118
17533,1.52128e-06,0.000113
72450,1.56209e-06,0.000111
55770,1.52388e-06,0.000116
87916,1.45228e-06,0.00013
27846,1.56033e-06,0.000109
13310,1.51205e-06,0.000118
60793,1.48928e-06,0.000124
79860,1.49378e-06,0.000119
36920,1.48104e-06,0.000123
46190,1.51431e-06,0.000116
4146,1.48898e-06,0.000122
18831,1.53567e-06,0.000113
6781,1.43956e-06,0.00013
72503,1.49692e-06,0.000121
87983,1.49228e-06,0.000122
55771,1.54733e-06,0.000113
28769,1.45342e-06,0.00013
13584,1.46153e-06,0.000124
80403,1.48145e-06,0.000119
37444,1.51009e-06,0.000119
60847,1.49348e-06,0.000123
18922,1.49938e-06,0.000122
46510,1.49981e-06,0.000119
4642,1.52474e-06,0.000119
7279,1.4708e-06,0.000122
72520,1.48156e-06,0.000123
88084,1.46651e-06,0.000127
55787,1.51585e-06,0.000117
80920,1.48238e-06,0.000122
30050,1.49699e-06,0.000122
13656,1.50703e-06,0.000117
37743,1.48785e-06,0.00012
61064,1.55864e-06,0.000112
19108,1.46048e-06,0.000128
4676,1.51489e-06,0.000118
47346,1.48807e-06,0.000124
7315,1.44992e-06,0.00013
72652,1.56575e-06,0.00011
88485,1.48073e-06,0.000123
56311,1.49362e-06,0.000119
81583,1.54301e-06,0.000112
30842,1.43112e-06,0.000131
13706,1.45882e-06,0.000128
38225,1.48454e-06,0.000121
61361,1.5062e-06,0.000119
19459,1.4975e-06,0.000119
48246,1.50519e-06,0.000119
73545,1.49658e-06,0.000118
88981,1.57264e-06,0.00011
30897,1.49437e-06,0.000122
56325,1.487e-06,0.000126
38547,1.50848e-06,0.000121
81632,1.51797e-06,0.000119
14102,1.4873e-06,0.000123
13751,1.52173e-06,0.000117
20179,1.49432e-06,0.000122
61363,1.50686e-06,0.000119
48411,1.57937e-06,0.000108
19997,1.52591e-06,0.000119
73977,1.53474e-06,0.000112
89339,1.48689e-06,0.000123
81713,1.49651e-06,0.000118
56554,1.44256e-06,0.000131
38658,1.49447e-06,0.00012
14571,1.46808e-06,0.000126
31327,1.44715e-06,0.00013
13917,1.48576e-06,0.00012
20264,1.45929e-06,0.000126
61399,1.42775e-06,0.000132
48612,1.53751e-06,0.000113
74134,1.45978e-06,0.000125
89396,1.48828e-06,0.00012
39378,1.48828e-06,0.000121
56673,1.5179e-06,0.000117
14595,1.47009e-06,0.000125
32564,1.46005e-06,0.000126
61873,1.50708e-06,0.000119
48782,1.52016e-06,0.000118
61617,1.46758e-06,0.000129
90286,1.49008e-06,0.000122
39750,1.49028e-06,0.000118
56691,1.47147e-06,0.000125
