,height,rise
80920,1.48341e-06,0.000122
48246,1.50433e-06,0.00012
56325,1.47381e-06,0.000123
88981,1.57201e-06,0.000108
4676,1.51665e-06,0.000117
18831,1.54217e-06,0.000117
61064,1.55799e-06,0.00011
37444,1.51066e-06,0.00012
7315,1.45015e-06,0.000128
72503,1.49909e-06,0.000122
28769,1.4466e-06,0.000129
13656,1.50746e-06,0.000115
81583,1.54129e-06,0.000114
18922,1.4977e-06,0.000121
89339,1.48598e-06,0.000122
56554,1.44574e-06,0.000131
37743,1.49353e-06,0.000119
48411,1.57073e-06,0.000108
61361,1.50235e-06,0.000115
72520,1.47902e-06,0.000119
13706,1.46007e-06,0.000125
30050,1.50096e-06,0.00012
56673,1.51507e-06,0.000116
89396,1.48584e-06,0.000123
38225,1.4846e-06,0.000122
81632,1.51026e-06,0.000117
14102,1.48845e-06,0.000119
48612,1.53667e-06,0.000113
19108,1.45932e-06,0.000126
19997,1.51968e-06,0.000116
61363,1.50943e-06,0.00012
72652,1.5616e-06,0.00011
13751,1.52362e-06,0.000118
90286,1.49145e-06,0.000121
56691,1.47101e-06,0.000125
81713,1.50036e-06,0.000122
38547,1.50444e-06,0.000119
48782,1.52232e-06,0.000118
30842,1.4253e-06,0.00013
14571,1.47585e-06,0.000127
20179,1.4936e-06,0.000123
19459,1.5006e-06,0.000121
61399,1.42593e-06,0.000133
73545,1.49699e-06,0.000122
13917,1.48789e-06,0.000124
30897,1.4877e-06,0.000122
38658,1.49349e-06,0.000122
14595,1.47104e-06,0.000126
31327,1.45016e-06,0.000132
20264,1.45298e-06,0.000127
61873,1.51073e-06,0.000121
61617,1.46156e-06,0.000127
73977,1.54046e-06,0.000114
39750,1.49203e-06,0.000119
39378,1.49323e-06,0.000123
32564,1.46763e-06,0.000127
74134,1.46311e-06,0.000125
